,team_red,result_red,ban_0_red,ban_1_red,ban_2_red,ban_3_red,ban_4_red,pick_0_red,pick_1_red,pick_2_red,pick_3_red,pick_4_red,kills_red,towers_red,dragons_red,barons_red,player_0_red,kda_0_red,csM_0_red,dpM_0_red,wpM_0_red,player_1_red,kda_1_red,csM_1_red,dpM_1_red,wpM_1_red,player_2_red,kda_2_red,csM_2_red,dpM_2_red,wpM_2_red,player_3_red,kda_3_red,csM_3_red,dpM_3_red,wpM_3_red,player_4_red,kda_4_red,csM_4_red,dpM_4_red,wpM_4_red,team_blue,result_blue,ban_0_blue,ban_1_blue,ban_2_blue,ban_3_blue,ban_4_blue,pick_0_blue,pick_1_blue,pick_2_blue,pick_3_blue,pick_4_blue,kills_blue,towers_blue,dragons_blue,barons_blue,player_0_blue,kda_0_blue,csM_0_blue,dpM_0_blue,wpM_0_blue,player_1_blue,kda_1_blue,csM_1_blue,dpM_1_blue,wpM_1_blue,player_2_blue,kda_2_blue,csM_2_blue,dpM_2_blue,wpM_2_blue,player_3_blue,kda_3_blue,csM_3_blue,dpM_3_blue,wpM_3_blue,player_4_blue,kda_4_blue,csM_4_blue,dpM_4_blue,wpM_4_blue,match_duration
0,KaBuM! e-Sports,WIN,Ryze,Lucian,Azir,KSante,Kassadin,Jax,Sejuani,TwistedFate,Sivir,Yuumi,19,10,2,1,Lonely,7.0,7.0,779,0.57,scary,15.0,4.9,383,0.26,Yuri,4.0,7.3,631,0.23,DudsTheBoy,3.5,9.5,866,0.43,Scuro,16.0,0.1,279,1.54,Fluxo,LOSS,Jayce,Maokai,Ashe,Renekton,Viktor,Zac,Wukong,Akali,Zeri,Lulu,11,4,3,0,Tay,1.67,6.1,378,0.28,Disamis,4.5,5.1,381,0.31,Hauz,2.0,7.4,532,0.28,Brance,1.33,9.6,937,0.34,JoJo,3.0,0.5,197,1.59,00:35:09
